OBJECTID,IntersectionName,InstallDate,DetectionMethod,OwnedBy,MaintainedBy,LifeStatus,RetiredDate,RetiredReason,Settlement,Municipality,RMWID,ContractNumber,SHAPESTArea,SHAPESTLength
1006,Hespeler Rd @ Langs Dr/Sheldon Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET508,,23.412885775,24.0885523331507
1007,Weber St N @ Benjamin Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET1260,,32.05187111,30.6691834147205
1008,Bridge St W @ Bridle Trail,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1603,,12.366573875,16.089871252014
1009,Benjamin Rd @ Farmer's Market Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET1645,,29.476633825,25.7248834196631
1011,Victoria St S @ Joseph St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1177,,26.122935765,28.215304160136
1012,Westmount Rd W @ Victoria St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1288,,19.4178555,22.0614984502287
1015,Franklin Blvd @ Can-Amera Pky,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET399,,14.106375075,19.1899883961588
1016,Victoria St N @ Duke St W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1172,,24.69280442,24.1965797073939
1017,Northfield Dr E @ Line 86,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET3247,,3.82103534,7.82933862944115
1018,King St E @ Sportsworld Crossing Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1544,,14.617279315,19.92559241509
1019,Lancaster St W @ Union St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET772,,28.58819532,27.1575965015569
1020,Grand Ave S @ Cedar St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET467,,17.00694345,21.8771961203412
1021,Dundas St N @ Main St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET222,,16.529974125,20.4702091942254
1023,Fischer-Hallman Rd @ Ottawa St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET965,,7.105207925,11.682700602503
1024,University Ave W @ Ring Rd/Seagram Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1084,,13.051221475,18.1610098312836
1025,Hespeler Rd @ Dunbar Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET496,,16.973216625,21.2288796111232
1026,King St N @ Conestogo Rd W/Conestogo Rd E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET718,,33.841214395,30.9115818170854
1027,Kinzie Ave @ River Rd E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1033,,24.11106627,24.94686889668
1030,Bridgeport Rd E @ Bluevale St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1597,,17.680410005,20.7826117231915
1031,Northfield Dr W @ Highpoint Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET927,,15.95806842,19.2249495046055
1032,King St E @ Montgomery Rd/Dixon St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET749,,13.13041094,15.4475914300574
1034,Hespeler Rd @ Can-Amera Pky,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1383,,3.699979975,7.80957427712806
1035,Coronation Blvd @ Cambridge Memorial Hospital,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET170,,18.14543721,20.6746949865447
1038,King St E @ Fairway Rd N/Fairway Rd S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET698,,22.02058255,23.6031513876022
1039,Bridge St W @ Lexington Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1637,,27.177772365,25.3212470893385
1040,Westmount Rd N @ Northfield Dr W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET931,,8.077120625,11.5747416715691
1042,Victoria St N @ Lackner Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET769,,13.81497277,17.6912217542497
1044,Hespeler Rd @ Hwy 401E off,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET4048,,2.721108495,6.64856329650129
1045,Victoria St N @ River Rd W/River Rd E,2017/05/23 18:45:56+00,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET6848,,2.16437705,5.89768682374967
1046,Myers Rd @ Elgin St S/Cheese Factory Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET855,,16.85630997,20.4231902769972
1047,Hespeler Rd @ 480 Hespeler Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET523,,15.684756975,18.3569110719932
1049,Can-Amera Pky @ Bishop St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1508,,34.38389963,32.277699756917
1050,Weber St N @ Northfield Dr W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1241,,40.793280425,36.6892333364001
1051,Westmount Rd W @ Gage Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1306,,20.561793005,25.1848783865256
1052,Old Chicopee Dr @ River Rd E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1039,,17.05602484,20.1784397604609
1053,Goebel Ave @ Queen St W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1024,,23.940939955,24.3618121057558
1054,Weber St N @ Forwell Creek Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1275,,8.51512279,12.6354569707962
1055,King St E @ Montgomery Rd/Dixon St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET748,,9.94190528,14.4074458246868
1056,King St E @ Concession Rd/Blue Heron Ridge,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET180,,32.678608125,32.8513126374809
1057,Courtland Ave E @ Carwood Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET202,,17.28643239,20.6302813930334
1058,Ottawa St S @ International Pl/Wilderness Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET969,,14.337276945,19.0230710415052
1059,Weber St N @ Farmer's Market Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET1273,,19.13430617,23.6533744814264
1060,Caroline St N/Bridgeport Rd W @ Albert St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1577,,3.89163264,8.07964751276024
1061,Ottawa St N @ Franklin St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1006,,19.14195149,20.5655148591354
1062,King St N @ Wyman Rd/Northland Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET706,,25.687152955,26.3771914249557
1063,George St N @ Park Hill Rd W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET465,,19.84187675,24.1867471828604
1064,Bleams Rd @ Thistledown Dr/Trillium Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET82,,16.59954878,19.6216717188432
1065,Weber St N @ Lincoln Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1234,,23.27268098,23.0273298031883
1066,Fountain St N @ Maple Grove Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET2049,,3.526399065,7.45275241679702
1067,Victoria St N @ Forwell Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1137,,10.575052865,14.580665727438
1068,Erbsville Rd @ Laurelwood Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET285,,19.4595741,23.3297492486129
1069,Victoria St N @ Weber St W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1565,,22.86835376,22.6385440733307
1070,King St E @ Montgomery Rd/Dixon St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET747,,10.01757347,13.8436248808928
1074,Sportsworld Dr @ Gateway Park Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1455,,39.579498405,36.5913956820805
1075,Belmont Ave W @ Union Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET54,,19.216014135,23.1492615029318
1076,Weber St E @ Fergus Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1252,,19.38396337,22.0054006553112
1077,King St E @ Sportsworld Crossing Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1541,,15.94626486,20.2347914299476
1078,Pinebush Rd @ Conestoga Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1439,,28.035690245,26.3674800471462
1079,Victoria St N @ Fountain St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Breslau,Woolwich,DET396,,15.717272655,19.406168168682
1080,Weber St E @ Broadview Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1204,,14.416579185,17.9051507758497
1081,Fountain St N @ Toyota (North Entrance),,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1370,,23.32995592,23.68329490352
1083,Beverly St @ Kerr St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET68,,8.10430672,12.0627267653675
1084,Sportsworld Dr @ Gateway Park Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1453,,18.37509918,20.6380266148409
1085,Ainslie St N/Ainslie St S @ Main St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10,,16.09994199,20.1963341703756
1086,Strasburg Rd @ 700 Strasburg Rd @ 695 Strasburg Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1463,,15.960877135,19.9220894799204
1088,Victoria St N @ Ebycrest Rd/Woolwich St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Breslau,Woolwich,DET248,,36.764996005,33.3214046732488
1089,Victoria St S @ Westforest Trail,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1167,,18.102837915,23.8288293894579
1090,Bridgeport Rd E @ Regina St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1582,,5.821500085,9.94369273139243
1091,Victoria St S @ Joseph St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1178,,3.50019232,7.5889917880449
1092,Westmount Rd E @ Williamsburg Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1333,,9.99104414,13.8991834813413
1093,Traynor Ave @ Wilson Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1470,,10.065056475,15.2983632723548
1094,Guelph Ave @ Scott Rd/Baldwin Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET479,,15.66111345,18.9619837442299
1096,Fountain St N @ Allendale Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET371,,15.91785083,21.1719991283302
1098,King St N @ Hickory St W/Hickory St E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET648,,16.59737079,21.7317676793563
1099,King St E @ Montrose St N/Montrose St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET690,,21.207504915,19.9819728134003
1100,Lackner Blvd @ Oldfield Dr/Zeller Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET759,,25.35951919,28.4425636170461
1101,Hespeler Rd @ Hwy 401E off,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET4448,,17.55392795,20.5173387647177
1102,Myers Rd @ Elgin St S/Cheese Factory Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET859,,14.044524855,19.4871690104984
1103,Bleams Rd @ Thistledown Dr/Trillium Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET86,,15.674588185,20.1012120311146
1104,Ottawa St N @ Lackner Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET982,,19.688621485,21.3179192824689
1105,Ainslie St N @ Simcoe St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1,,12.628546395,16.3192063635208
1106,Westmount Rd W @ Chopin Dr/Brybeck Cres,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1318,,18.31299417,20.1176928898123
1107,Westmount Rd W @ Chopin Dr/Brybeck Cres,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1316,,15.8630892,19.6258447023428
1108,University Ave E @ Dale Cres/Lincoln Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1595,,7.09404576,10.7673794699845
1110,Maple Grove Rd @ Vondrau Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET824,,23.09089989,25.2634691399318
1111,Sportsworld Dr @ Hwy 8W On/Off Ramp,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1460,,24.543681665,29.882938577834
1113,Westmount Rd W @ Victoria St S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1289,,19.191180345,21.6941355378717
1114,Westmount Rd E @ Greenbrook Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1342,,23.88035974,29.2815903086997
1115,Bleams Rd @ Thistledown Dr/Trillium Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET84,,18.662755695,22.6906529806747
1116,Townline Rd @ Pinebush Rd ,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Puslinch,Puslinch,DET1472,,67.368905675,40.0640314963129
1118,Ottawa St S @ Sunrise Shopping Centre,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1424,,26.391861595,27.6334346661181
1119,Fischer-Hallman Rd @ Stoke Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET348,,14.939354095,19.5737381838278
1120,Old Chicopee Dr @ River Rd E,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1040,,18.83575621,22.0058638171155
1121,Fountain St N @ Cherry Blossom Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET386,,22.343992055,24.734043749735
1122,Homer Watson Blvd @ Hanson Ave,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET580,,24.7101995,28.4340988640649
1123,Ottawa St S @ International Pl/Wilderness Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET973,,1.91525525,5.55431811974763
1124,University Ave E @ Dale Cres/Lincoln Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1592,,7.934634645,11.4047432997432
1125,Water St N @ Samuelson St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1192,,12.909700225,17.4159810001142
1126,Westmount Rd E @ Greenbrook Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1340,,26.897264025,34.6464306703525
1128,Pinebush Rd @ Conestoga Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1440,,25.38838193,26.4877551485393
1129,Fairway Rd S @ Hwy 8S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET317,,34.353575845,31.3572507174853
1130,Columbia St W @ Hagey Blvd @ North Campus Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET142,,18.58565652,21.3657735384889
1131,Erb St W @ Fischer-Hallman Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET268,,18.844838345,22.1510287045904
1132,Victoria St N @ Duke St W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1170,,38.12645172,26.7697142321472
1133,Weber St N @ Northfield Dr W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1244,,18.333150235,22.334121746863
1134,Cedar St @ Drew Ave/Southwood Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET104,,50.767128605,34.0408278777969
1136,Battler Rd @ Huron Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET627,,12.9031365,16.425889494463
1138,Ottawa St S @ International Pl/Wilderness Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET971,,16.213058125,19.9379101381647
1139,Bleams Rd @ Century Hill Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET90,,19.13914269,20.4389536641156
1140,Franklin Blvd @ Can-Amera Pky,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET403,,23.20750916,27.1224464315067
1141,Can-Amera Pky @ Bishop St N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1510,,28.115761055,27.6733376873542
1142,Maple Grove Rd @ Speedsville Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET816,,4.11291264,8.11883695451859
1143,Block Line Rd @ Kingswood Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET98,,19.813749145,23.4100413397217
1144,Fischer-Hallman Rd @ Stoke Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET347,,15.862672485,19.8348943631045
1145,King St N @ Hwy 85/Martin Grove Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET1414,,71.154120825,54.1722439210609
1146,Franklin Blvd @ Winston Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET427,,18.591295425,20.8350998116123
1147,Westmount Rd E @ Williamsburg Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1334,,2.33530775,6.16060998819993
1149,Ottawa St S @ International Pl/Wilderness Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET975,,14.21194306,18.8895345060896
1150,Arthur St S @ Whippoorwill Dr/South Field Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Elmira,Woolwich,DET26,,18.114111205,21.6040772063054
1151,Homer Watson Blvd @ Beasley Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET591,,17.663389195,21.0512438739578
1152,University Ave W @ Ring Rd/Seagram Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1085,,15.32563868,19.5899971882204
1153,Conestoga Blvd @ Dunbar Rd @ Lena Cres,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET159,,20.94885439,24.5045647130214
1154,Fountain St N @ Maple Grove Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET2050,,3.387925905,7.4021320134112
1156,Weber St N @ Northfield Dr W,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1239,,47.45581431,37.7950016241119
1157,Weber St N @ Lincoln Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1232,,19.34083649,20.5648632397101
1159,Maple Grove Rd @ Beaverdale Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET843,,24.59573617,27.9848361640649
1161,Farmer's Market Rd @ 335 Farmer's Market Rd @ 100-300 Farmer's Market Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET324,,26.48699499,25.8177798991438
1162,University Ave W @ Ring Rd/Seagram Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1074,,17.1115355,20.3704162048247
