OBJECTID,ROADSEGMENTID,CARTO_CLASS,SUBCATEGORY,STREET,FROM_STREET,TO_STREET,FROM_LEFT_ADDRESS,TO_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,TO_RIGHT_ADDRESS,REGIONAL_ROAD,LANES,OWNERSHIP,FLOW_DIRECTION,SOURCE,SOURCE_DATE,SPEED_LIMIT,AADT,AADT_YEAR,TRUCK_ACCESS,Shape__Length
52824,10165,Arterial,MAJOR,WEBER ST E,SIMEON ST,SIMEON ST,278,296,257,291,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 339,4/22/2003 12:00:00 AM,50,15000,2003,7-7 MON-FRI,173.228356304379
52828,10189,Arterial,MAJOR,WEBER ST E,EAST AVE,EAST AVE,,,,,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 51,4/22/2003 12:00:00 AM,50,16947,2015,7-7 MON-FRI,32.6100777595395
52829,10015,Arterial,MAJOR,WEBER ST E,JACKSON AVE,MONTGOMERY RD,724,760,721,825,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 657,4/22/2003 12:00:00 AM,50,17279,2015,7-7 MON-FRI,431.493839536387
52849,6813,Arterial,MAJOR,CHARLES ST E,CHARLES ST W,BENTON ST,4,4,,,REGIONAL RD 64,3,REG,TwoWay,GIS,5/6/2009 12:00:00 AM,50,9984,2015,24HR,146.716566475212
52858,102911,Arterial,MAJOR,NEW DUNDEE RD,ROBERT FERRIE DR,REICHERT DR,,,628,628,REGIONAL RD 12,2,REG,TwoWay,PLAN 675,2/9/2004 12:00:00 AM,80,6798,2015,24HR,153.010908172492
52875,12592,Arterial,MAJOR,BRIDGEPORT RD,LANG CRES,LEANDER PL,,,431,435,REGIONAL RD  9,4,REG,TwoWay,,,50,23572,2015,24HR,82.5088043177061
52876,12609,Arterial,MAJOR,BRIDGE ST W,LANCASTER ST W,WOOLWICH ST,25,31,6,30,REGIONAL RD 52,2,REG,TwoWay,,,50,13426,2015,24HR,149.638734947483
52885,40196,Arterial,MAJOR,FISCHER HALLMAN RD,WESTMOUNT RD E,ROCKWOOD RD,1188,1188,1191,1191,REGIONAL RD 58,6,REG,TwoWay,58M-78,8/13/2002 12:00:00 AM,50,20203,2015,24HR,321.931618346659
52889,6302,Arterial,MAJOR,FISCHER HALLMAN RD,C_PKY WAT ONRAMP,C_PKY WAT OFFRAMP,,,,,REGIONAL RD 58,6,REG,TwoWay,REG PLAN 748,4/22/2003 12:00:00 AM,50,30616,2007,24HR,10.3383984990703
52893,11451,Arterial,MAJOR,COURTLAND AVE E,MILL ST,CARWOOD AVE,,,,,REGIONAL RD 53,4,REG,TwoWay,REG PLAN 384,4/22/2003 12:00:00 AM,50,16433,2015,24HR,204.266872090724
52895,9235,Arterial,MAJOR,OTTAWA ST S,KING ST E,CHARLES ST E,21,21,14,22,REGIONAL RD  4,3,REG,TwoWay,REG PLAN 404,4/22/2003 12:00:00 AM,50,14319,2015,24HR,90.0067318147454
52911,9226,Arterial,MAJOR,CHARLES ST E,BORDEN AVE S,OTTAWA ST S,512,564,,,REGIONAL RD 64,3,REG,TwoWay,,,50,12410,2015,24HR,191.82460557742
52924,11578,Arterial,MAJOR,OTTAWA ST N,CROSBY DR,RIVER RD E,,,1005,1015,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1055,12/18/2003 12:00:00 AM,50,23771,2015,7-7 MON-SAT,162.081218187785
52933,602309,Roundabout,MAJOR,FISCHER HALLMAN RD,SEABROOK DR,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,REGION,10/4/2007 12:00:00 AM,50,4295,2018,24HR,30.3882814055794
52934,602311,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,SEABROOK DR,,,,,REGIONAL RD 58,2,REG,FromTo,REGION,10/4/2007 12:00:00 AM,50,4295,2018,24HR,34.0174042811907
52936,102899,Roundabout,MAJOR,IRA NEEDLES BLVD,IRA NEEDLES BLVD,IRA NEEDLES BLVD,,,,,REGIONAL RD 70,2,REG,FromTo,58R-16748,3/1/2010 12:00:00 AM,50,25387,2015,24HR,69.9596947917039
52942,13115,Arterial,MAJOR,LANCASTER ST W,JONES PL,BRIDGE ST W,611,623,610,624,REGIONAL RD 29,4,REG,TwoWay,REG PLAN 2718,2/10/2003 12:00:00 AM,50,18065,2015,24HR,86.2029671590217
52961,6296,Arterial,MAJOR,FISCHER HALLMAN RD,C_PKY WAT ONRAMP,C_PKY WAT ONRAMP,,,,,REGIONAL RD 58,5,REG,TwoWay,REG PLAN 748,4/22/2003 12:00:00 AM,50,28238,2015,24HR,94.3102222784123
52962,6919,Arterial,MAJOR,FREDERICK ST,LYDIA ST,LOCUST ST,296,300,293,305,REGIONAL RD  6,2,REG,TwoWay,REG PLAN 111,4/22/2003 12:00:00 AM,50,13273,2015,7-7 MON-SAT,60.6605955795874
52963,6929,Arterial,MAJOR,FREDERICK ST,LOCUST ST,MERNER AVE,304,310,309,311,REGIONAL RD  6,2,REG,TwoWay,REG PLAN 197,4/22/2003 12:00:00 AM,50,14688,2015,7-7 MON-SAT,34.3483936455289
52964,9788,Arterial,MAJOR,FREDERICK ST,FILBERT ST,EAST AVE,336,342,333,333,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 117,4/22/2003 12:00:00 AM,50,12566,2015,7-7 MON-SAT,38.4062294662666
52965,9780,Arterial,MAJOR,FREDERICK ST,DUNHAM AVE,EDNA ST,362,380,369,385,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 279,4/22/2003 12:00:00 AM,50,14896,2015,7-7 MON-SAT,236.976399036185
52988,1575,Arterial,MAJOR,WEBER ST W,RAITAR AVE,WATERLOO BOUNDARY,409,409,378,380,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 373,4/22/2003 12:00:00 AM,50,18653,2015,7-7 MON-FRI,60.7248627974953
52996,7052,Arterial,MAJOR,VICTORIA ST N,DUKE ST W,WEBER ST W,70,100,63,97,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 374,4/22/2003 12:00:00 AM,50,20911,2015,24HR,179.751291789881
53019,602256,Roundabout,MAJOR,IRA NEEDLES BLVD,VICTORIA ST S,IRA NEEDLES BLVD,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/22/2006 12:00:00 AM,50,30664,2015,24HR,31.7140943765946
53020,602257,Roundabout,MAJOR,IRA NEEDLES BLVD,IRA NEEDLES BLVD,IRA NEEDLES BLVD,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/22/2006 12:00:00 AM,50,30664,2015,24HR,58.5837079860181
53025,10886,Arterial,MAJOR,COURTLAND AVE E,C_PKY WAT OFFRAMP,OVERLAND DR,,,,,REGIONAL RD 53,5,REG,TwoWay,58R-1275,4/22/2003 12:00:00 AM,50,20039,2015,24HR,118.477117740166
53026,6256,Arterial,MAJOR,OTTAWA ST S,HOWE DR,WILLIAMSBURG RD,,,1188,1224,REGIONAL RD  4,4,REG,TwoWay,REG PLAN 734,8/13/2002 12:00:00 AM,60,18524,2015,24HR,188.681426250602
53046,10267,Arterial,MAJOR,VICTORIA ST N,NATCHEZ RD,SMETANA DR,1284,1412,1283,1381,REGIONAL RD 55,5,REG,TwoWay,GIS STAFF,6/10/2003 12:00:00 AM,60,29636,2015,24HR,503.663445007093
53051,8722,Arterial,MAJOR,WESTMOUNT RD W,WESTWOOD DR,GLASGOW ST,,,500,550,REGIONAL RD 50,4,REG,TwoWay,REG PLAN 402,4/22/2003 12:00:00 AM,60,20229,2015,7-7 MON-FRI,333.931975445192
53064,6586,Arterial,MAJOR,OTTAWA ST S,HUNTSWORTH AVE,ELMSDALE DR,,,,,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1358,8/13/2002 12:00:00 AM,50,19791,2015,24HR,276.007315546433
53096,10485,Arterial,MAJOR,LANCASTER ST W,ARNOLD ST,ELIZABETH ST,273,285,280,280,REGIONAL RD 29,2,REG,TwoWay,REG PLAN 666,4/22/2003 12:00:00 AM,50,12850,2015,24HR,70.0522746028727
53098,12646,Arterial,MAJOR,LANCASTER ST W,HILL ST,GUELPH ST,155,187,172,196,REGIONAL RD 29,3,REG,TwoWay,REG PLAN 378,4/22/2003 12:00:00 AM,50,14783,2015,24HR,171.916195430081
53099,6961,Arterial,MAJOR,LANCASTER ST W,HILLVIEW ST,HILL ST,125,153,124,152,REGIONAL RD 29,2,REG,TwoWay,REG PLAN 250,4/22/2003 12:00:00 AM,50,14922,2015,24HR,132.828938788731
53100,602258,Roundabout,MAJOR,IRA NEEDLES BLVD,IRA NEEDLES BLVD,VICTORIA ST S,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/22/2006 12:00:00 AM,50,30664,2015,24HR,32.5133511461566
53143,1703,Arterial,MAJOR,HIGHLAND RD W,WEST AVE,VANCAMP AVE,107,111,114,114,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 207,4/22/2003 12:00:00 AM,50,19387,2015,24HR,40.6033006297048
53144,1700,Arterial,MAJOR,HIGHLAND RD W,VANCAMP AVE,PATRICIA AVE,115,151,122,160,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 207,4/22/2003 12:00:00 AM,50,17961,2015,24HR,163.278941602464
53241,22107,Arterial,MAJOR,FAIRWAY RD S,KING ST BYPASS ONRAMP,KING ST BYPASS OFFRAMP,,,,,REGIONAL RD 53,5,REG,TwoWay,58R-851,4/22/2003 12:00:00 AM,60,42120,2015,24HR,16.8756484581509
53247,16195,Arterial,MAJOR,KING ST E,RIVERBANK DR,KING ST BYPASS ONRAMP,3761,3849,3800,3880,REGIONAL RD  8,4,REG,TwoWay,58R-7361,4/22/2003 12:00:00 AM,50,39075,2015,24HR,783.782535035473
53256,602405,Arterial,MAJOR,BLEAMS RD,BANDON DR,NYLES DR,,,,,REGIONAL RD 56,3,REG,TwoWay,UNKNOWN,6/8/2004 12:00:00 AM,70,4305,2015,24HR,206.232243326878
53258,40342,Arterial,MAJOR,BLEAMS RD,DONNENWERTH DR,GEHL PL,,,,,REGIONAL RD 56,2,REG,TwoWay,UNKNOWN,2/18/2005 12:00:00 AM,70,3986,2015,24HR,330.92136930783
53260,7055,Arterial,MAJOR,WEBER ST W,WATER ST N,HEIT LANE,99,99,100,100,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 374,4/22/2003 12:00:00 AM,50,18733,2015,7-7 MON-FRI,36.5666590895946
53264,7053,Arterial,MAJOR,WEBER ST W,HEIT LANE,VICTORIA ST N,111,111,,,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 374,4/22/2003 12:00:00 AM,50,18559,2015,7-7 MON-FRI,60.0137203198438
53277,602127,Roundabout,MAJOR,IRA NEEDLES BLVD,HIGHVIEW DR,IRA NEEDLES BLVD,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/4/2006 12:00:00 AM,50,23504,2015,24HR,32.2535871651824
53278,602118,Roundabout,MAJOR,IRA NEEDLES BLVD,IRA NEEDLES BLVD,HIGHVIEW DR,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/4/2006 12:00:00 AM,50,23504,2015,24HR,33.8263024307077
53284,25600,Ramp,MAJOR,HOMER WATSON ONRAMP,HURON RD,HOMER WATSON BLVD,,,,,REGIONAL RD 28,1,REG,FromTo,REG PLAN 576,4/22/2003 12:00:00 AM,50,28649,2015,24HR,588.736199666325
53289,10963,Arterial,MAJOR,WEBER ST E,FRANKLIN ST N,PINECREST DR,,,1157,1175,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 938,5/30/2003 12:00:00 AM,50,20330,2015,7-7 MON-FRI,86.2602418496356
53416,21496,Arterial,MAJOR,FISCHER HALLMAN RD,HALDIMAND ST,PLAINS RD,1940,1970,,,REGIONAL RD 58,2,REG,TwoWay,58R-1754,2/9/2004 12:00:00 AM,60,11330,2015,24HR,350.610840950045
53450,600126,Arterial,MAJOR,IRA NEEDLES BLVD,YELLOW BIRCH DR,HIGHVIEW DR,,,,,REGIONAL RD 70,4,REG,TwoWay,RP 1551,12/18/2003 12:00:00 AM,50,21889,2015,24HR,352.119910233811
53521,6650,Arterial,MAJOR,COURTLAND AVE E,CEDAR ST S,MADISON AVE S,160,160,151,181,REGIONAL RD 53,2,REG,TwoWay,REG PLAN 395,4/22/2003 12:00:00 AM,50,14894,2015,24HR,128.286152409282
53549,13107,Arterial,MAJOR,BRIDGE ST E,GRAND AVE,SCHWEITZER ST,71,73,,,REGIONAL RD 52,3,REG,TwoWay,,,50,13529,2015,24HR,125.074543847585
53550,12634,Arterial,MAJOR,BRIDGE ST E,SCHWEITZER ST,TAGGE ST,103,103,116,116,REGIONAL RD 52,2,REG,TwoWay,,,50,12860,2015,24HR,224.097171020523
53572,1725,Arterial,MAJOR,WESTMOUNT RD W,VICTORIA ST S,KARN ST,,,340,400,REGIONAL RD 50,5,REG,TwoWay,REG PLAN 1268,4/22/2003 12:00:00 AM,60,22714,2015,7-7 MON-FRI,317.023508002931
53587,9423,Arterial,MAJOR,OTTAWA ST S,WILSONS RD,BENNINGER DR,1893,2069,1890,2056,REGIONAL RD  4,2,REG,TwoWay,58M-643,4/22/2003 12:00:00 AM,50,6576,2015,24HR,679.802998045724
53610,13118,Arterial,MAJOR,BRIDGE ST E,TYSON DR,BLOOMINGDALE RD,13,29,14,26,REGIONAL RD 52,3,REG,TwoWay,,,50,17164,2015,24HR,139.869697652713
53625,6801,Arterial,MAJOR,FREDERICK ST,KING ST E,GOUDIES LANE,,,,,REGIONAL RD  6,4,REG,TwoWay,REG PLAN 364,4/22/2003 12:00:00 AM,50,9242,2015,24HR,60.6245597367653
53626,6802,Arterial,MAJOR,FREDERICK ST,GOUDIES LANE,DUKE ST E,22,22,25,49,REGIONAL RD  6,4,REG,TwoWay,REG PLAN 364,4/22/2003 12:00:00 AM,50,7840,2015,24HR,78.4112992495528
53634,7042,Arterial,MAJOR,LANCASTER ST W,BREITHAUPT ST,WELLINGTON ST N,55,63,50,68,REGIONAL RD 29,4,REG,TwoWay,REG PLAN 139,4/22/2003 12:00:00 AM,50,17415,2015,24HR,71.0928420574186
53645,22863,Arterial,MAJOR,OTTAWA ST N,NOTTINGHAM AVE,DREGER AVE,,,,,REGIONAL RD  4,4,REG,TwoWay,REG PLAN 1055,12/18/2003 12:00:00 AM,50,22245,2015,7-7 MON-SAT,443.98504714605
53646,13158,Arterial,MAJOR,WEBER ST E,ROSS AVE,WILFRED AVE,,,,,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 267,5/30/2003 12:00:00 AM,50,15741,2015,7-7 MON-FRI,139.461491761237
53669,13090,Arterial,MAJOR,BRIDGE ST E,BLOOMINGDALE RD,GRAND AVE,45,61,42,70,REGIONAL RD 52,2,REG,TwoWay,,,50,16259,2015,24HR,231.486690885925
53693,23061,Arterial,MAJOR,FAIRWAY RD N,MORGAN AVE,JANSEN AVE,94,108,91,99,REGIONAL RD 53,4,REG,TwoWay,REG PLAN 589,4/22/2003 12:00:00 AM,50,18665,2015,24HR,151.675231465488
53709,10103,Arterial,MAJOR,COURTLAND AVE E,SHELLEY DR,SIEBERT AVE,1200,1200,,,REGIONAL RD 53,5,REG,TwoWay,REG PLAN 1221,8/13/2002 12:00:00 AM,50,25145,2015,24HR,145.199333187508
53719,8788,Arterial,MAJOR,VICTORIA ST S,JOSEPH ST,ARTHUR PL,69,69,72,86,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 421,4/22/2003 12:00:00 AM,50,21120,2015,24HR,78.1251159118413
53720,1569,Arterial,MAJOR,WEBER ST W,GUELPH ST,RAITAR AVE,341,357,336,368,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 373,4/22/2003 12:00:00 AM,50,18455,2015,7-7 MON-FRI,172.240552058623
53742,10991,Arterial,MAJOR,WEBER ST E,ARLINGTON BLVD,FERGUS AVE,1236,1250,1221,1333,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 267,5/30/2003 12:00:00 AM,50,20765,2015,7-7 MON-FRI,343.421198584861
53770,10714,Arterial,MAJOR,FAIRWAY RD S,WILSON AVE,MANITOU DR,419,655,310,696,REGIONAL RD 53,5,REG,TwoWay,MCP 962,8/13/2002 12:00:00 AM,60,30322,2015,24HR,908.648438042924
53771,10703,Arterial,MAJOR,MANITOU DR,COURTLAND AVE E,WEBSTER RD,10,26,5,29,REGIONAL RD 69,5,REG,TwoWay,REG PLAN 586,8/13/2002 12:00:00 AM,60,28353,2015,24HR,379.03623634701
53775,102904,Arterial,MAJOR,IRA NEEDLES BLVD,GLASGOW ST,THE BOARDWALK,,,,,REGIONAL RD 70,4,REG,TwoWay,58R-6517,2/18/2004 12:00:00 AM,50,22242,2015,24HR,109.827533443943
53776,102699,Roundabout,MAJOR,BRIDGE ST E,LANCASTER ST W,BRIDGE ST E,,,,,REGIONAL RD 52,2,REG,FromTo,REGION,8/25/2009 12:00:00 AM,50,18065,2015,24HR,27.7461253660069
53777,102696,Roundabout,MAJOR,BRIDGE ST E,BRIDGE ST E,CARISBROOK DR,,,,,REGIONAL RD 52,2,REG,FromTo,REGION,8/23/2009 12:00:00 AM,50,18065,2015,24HR,20.0004971146059
53778,102698,Roundabout,MAJOR,BRIDGE ST W,CARISBROOK DR,BRIDGE ST W,,,,,REGIONAL RD 52,2,REG,FromTo,REGION,8/23/2009 12:00:00 AM,50,18065,2015,24HR,30.2722231716399
53779,102697,Roundabout,MAJOR,BRIDGE ST W,BRIDGE ST W,LANCASTER ST W,,,,,REGIONAL RD 52,2,REG,FromTo,REGION,8/23/2009 12:00:00 AM,50,18065,2015,24HR,23.2421574106052
53787,6508,Arterial,MAJOR,WESTMOUNT RD E,FOREST HILL DR,EVERGREEN CRES,104,170,105,179,REGIONAL RD 50,4,REG,TwoWay,REG PLAN 883,4/22/2003 12:00:00 AM,50,19195,2015,7-7 MON-FRI,270.400242640232
53817,6506,Arterial,MAJOR,WESTMOUNT RD E,EVERGREEN CRES,GREENBROOK DR,196,204,185,203,REGIONAL RD 50,5,REG,TwoWay,REG PLAN 946,4/22/2003 12:00:00 AM,50,18355,2015,7-7 MON-FRI,87.8056340309511
53818,6493,Arterial,MAJOR,WESTMOUNT RD E,GREENBROOK DR,VILLAGE RD,220,220,219,219,REGIONAL RD 50,5,REG,TwoWay,REG PLAN 946,4/22/2003 12:00:00 AM,50,16469,2015,7-7 MON-FRI,96.804672832852
53820,6143,Arterial,MAJOR,FISCHER HALLMAN RD,MCGARRY DR,C_PKY STR ONRAMP,336,414,,,REGIONAL RD 58,5,REG,TwoWay,REG PLAN 1052,4/22/2003 12:00:00 AM,50,29687,2015,24HR,414.093518324781
53846,15976,Arterial,MAJOR,KING ST E,LIMERICK DR,401 LON ONRAMP,4585,4611,4574,4592,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 1745,4/22/2003 12:00:00 AM,50,49793,2015,24HR,314.612939697926
53868,25665,Ramp,MAJOR,HOMER WATSON OFFRAMP,HOMER WATSON BLVD,HURON RD,,,,,REGIONAL RD 28,1,REG,ToFrom,REG PLAN 576,4/22/2003 12:00:00 AM,50,3415,2015,24HR,323.527598863502
53939,6863,Arterial,MAJOR,WEBER ST E,MADISON AVE N,CAMERON ST N,140,154,143,157,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 126,4/22/2003 12:00:00 AM,50,18130,2015,7-7 MON-FRI,125.207388096749
53940,6859,Arterial,MAJOR,WEBER ST E,CAMERON ST N,BETZNER AVE N,160,170,161,175,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 126,4/22/2003 12:00:00 AM,50,17905,2015,7-7 MON-FRI,98.2760644946754
53943,11092,Arterial,MAJOR,WEBER ST W,WILHELM ST,REINHARDT ST,225,269,236,264,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 131,4/22/2003 12:00:00 AM,50,17861,2015,7-7 MON-FRI,146.226197052346
53958,11445,Arterial,MAJOR,COURTLAND AVE E,C_PKY STR ONRAMP,C_PKY STR ONRAMP,,,,,REGIONAL RD 53,4,REG,TwoWay,MCP 791,4/22/2003 12:00:00 AM,50,20039,2015,24HR,97.423101851737
54000,20571,Arterial,MAJOR,FISCHER HALLMAN RD,WATERLOO BOUNDARY,GLASGOW ST,,,851,851,REGIONAL RD 58,6,REG,TwoWay,REG PLAN 1625,4/22/2003 12:00:00 AM,60,20230,2015,24HR,272.910930122488
54001,31312,Roundabout,MAJOR,IRA NEEDLES BLVD,IRA NEEDLES BLVD,UNIVERSITY AVE W,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/22/2006 12:00:00 AM,50,33363,2015,24HR,37.0039302950819
54002,31311,Roundabout,MAJOR,IRA NEEDLES BLVD,UNIVERSITY AVE W,IRA NEEDLES BLVD,,,,,REGIONAL RD 70,2,REG,FromTo,PUBLIC,12/22/2006 12:00:00 AM,50,33363,2015,24HR,36.7327384914677
54028,40174,Arterial,MAJOR,VICTORIA ST N,WATER ST N,AHRENS ST W,,,,,REGIONAL RD 55,4,REG,TwoWay,REG PLAN 374,4/22/2003 12:00:00 AM,50,14540,2015,24HR,25.3883235187022
54033,6754,Arterial,MAJOR,FREDERICK ST,SPETZ ST,IRVIN ST,134,150,129,153,REGIONAL RD  6,4,REG,TwoWay,REG PLAN 32,4/22/2003 12:00:00 AM,50,11643,2015,7-7 MON-SAT,113.431094068494
54047,12115,Arterial,MAJOR,KING ST E,KING ST BYPASS OFFRAMP,KINGSBURY DR,2905,2919,2900,2922,REGIONAL RD  8,6,REG,TwoWay,REG PLAN 589,4/22/2003 12:00:00 AM,50,26267,2015,24HR,141.327768423676
54055,6776,Arterial,MAJOR,FREDERICK ST,WEBER ST E,SPETZ ST,122,122,101,127,REGIONAL RD  6,5,REG,TwoWay,REG PLAN 401,4/22/2003 12:00:00 AM,50,11543,2015,7-7 MON-SAT,105.201883658088
54058,11747,Arterial,MAJOR,OTTAWA ST S,IMPERIAL DR,C_PKY WAT ONRAMP,,,,,REGIONAL RD  4,4,REG,TwoWay,58R-2671,4/22/2003 12:00:00 AM,50,22154,2015,24HR,159.11924923185
54059,11761,Arterial,MAJOR,OTTAWA ST S,C_PKY WAT ONRAMP,HOMER WATSON BLVD,,,,,REGIONAL RD  4,6,REG,TwoWay,58R-1570,4/22/2003 12:00:00 AM,50,25137,2015,24HR,76.1076853277084
54061,11438,Arterial,MAJOR,COURTLAND AVE E,C_PKY WAT OFFRAMP,C_PKY STR ONRAMP,,,,,REGIONAL RD 53,5,REG,TwoWay,58R-1275,4/22/2003 12:00:00 AM,50,20039,2015,24HR,106.839667477428
54074,1359,Arterial,MAJOR,WESTMOUNT RD W,RUSHOLME RD,FORSYTH DR,773,773,,,REGIONAL RD 50,4,REG,TwoWay,REG PLAN 352,4/22/2003 12:00:00 AM,50,15836,2015,7-7 MON-FRI,58.1745445998518
54075,10093,Arterial,MAJOR,COURTLAND AVE E,BLOCK LINE RD,SHELLEY DR,1100,1144,,,REGIONAL RD 53,6,REG,TwoWay,REG PLAN 1206,8/13/2002 12:00:00 AM,50,24965,2015,24HR,256.815637340284
54077,103944,Arterial,MAJOR,COURTLAND AVE E,HILLMOUNT ST,BLOCK LINE RD,1050,1064,,,REGIONAL RD 53,5,REG,TwoWay,REG PLAN 1206,8/13/2002 12:00:00 AM,60,26824,2015,24HR,187.219087726201
54095,10204,Arterial,MAJOR,OTTAWA ST N,C_PKY WAT ONRAMP,C_PKY WAT OFFRAMP,,,,,REGIONAL RD  4,4,REG,TwoWay,REG PLAN  944,4/22/2003 12:00:00 AM,50,20975,2015,24HR,17.9976006397628
54114,40084,Arterial,MAJOR,KING ST E,JACKSON AVE,CHARLES ST E,,,1508,1570,REGIONAL RD 15,4,REG,TwoWay,REG PLAN 657,4/22/2003 12:00:00 AM,50,13184,2015,24HR,171.994845172806
54115,10070,Arterial,MAJOR,KING ST E,CHARLES ST E,MONTGOMERY RD,,,1620,2300,REGIONAL RD 15,4,REG,TwoWay,REG PLAN 649,4/22/2003 12:00:00 AM,50,13184,2015,24HR,377.146640783865
54153,10259,Arterial,MAJOR,VICTORIA ST N,SMETANA DR,LACKNER BLVD,1420,1450,1421,1431,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 947,4/22/2003 12:00:00 AM,70,26820,2015,24HR,216.687247665072
54157,20719,Arterial,MAJOR,HIGHLAND RD W,WESTMOUNT RD W,HIGHLAND CRES,491,525,,,REGIONAL RD  6,6,REG,TwoWay,REG PLAN 1004,4/22/2003 12:00:00 AM,60,18945,2015,24HR,168.4504222778
54176,6376,Arterial,MAJOR,OTTAWA ST S,MOWAT BLVD,WESTMOUNT RD E,1001,1001,,,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1242,8/13/2002 12:00:00 AM,50,19113,2015,24HR,276.205454403878
54192,21804,Arterial,MAJOR,MANITOU DR,BLEAMS RD,WABANAKI DR,110,148,107,241,REGIONAL RD 69,4,REG,TwoWay,MCP 1036,8/13/2002 12:00:00 AM,60,15845,2015,24HR,479.675392060211
54193,21823,Arterial,MAJOR,MANITOU DR,WABANAKI DR,SASAGA DR,262,280,257,277,REGIONAL RD 69,5,REG,TwoWay,MCP 1036,8/13/2002 12:00:00 AM,60,23737,2015,24HR,149.249926585251
54203,11358,Arterial,MAJOR,CHARLES ST E,MADISON AVE S,MADISON AVE S,,,,,REGIONAL RD 64,2,REG,TwoWay,,,50,12131,2015,24HR,65.0202951158532
54204,11368,Arterial,MAJOR,CHARLES ST E,MADISON AVE S,CAMERON ST S,,,,,REGIONAL RD 64,3,REG,TwoWay,,,50,11967,2015,24HR,63.2974333377786
54216,10129,Arterial,MAJOR,OTTAWA ST N,MCKENZIE AVE,C_PKY STR OFFRAMP,184,248,197,277,REGIONAL RD  4,4,REG,TwoWay,REG PLAN 650,4/22/2003 12:00:00 AM,50,19138,2015,24HR,316.187061677133
54221,17360,Arterial,MAJOR,KING ST E,401 LON ONRAMP,401 LON OFFRAMP,,,4610,4610,REGIONAL RD  8,4,REG,TwoWay,PLAN 170,4/22/2003 12:00:00 AM,50,49793,2015,24HR,190.276546351516
54229,10944,Arterial,MAJOR,HOMER WATSON BLVD,HANSON AVE,BLOCK LINE RD,,,,,REGIONAL RD 28,4,REG,TwoWay,REG PLAN 1335,8/13/2002 12:00:00 AM,50,27150,2015,24HR,695.316432390522
54230,9611,Arterial,MAJOR,HOMER WATSON BLVD,BLOCK LINE RD,BLEAMS RD,701,951,,,REGIONAL RD 28,5,REG,TwoWay,REG PLAN 1376,8/13/2002 12:00:00 AM,70,26448,2015,24HR,1178.69334012438
54247,17196,Arterial,MAJOR,KING ST E,401 LON OFFRAMP,401 LON ONRAMP,,,,,REGIONAL RD  8,4,REG,TwoWay,PLAN 170,4/22/2003 12:00:00 AM,50,49793,2015,24HR,16.9146690877499
54310,22330,Arterial,MAJOR,WEBER ST E,KINZIE AVE,KING ST E,1458,1500,1455,1501,REGIONAL RD  8,5,REG,TwoWay,REG PLAN 589,4/22/2003 12:00:00 AM,50,20346,2015,7-7 MON-FRI,231.641492067154
54332,103067,Roundabout,MAJOR,HOMER WATSON BLVD,BLOCK LINE RD,HOMER WATSON BLVD,,,,,REGIONAL RD 28,3,REG,FromTo,No source will need updating later.,10/19/2011 12:00:00 AM,70,29000,2012,24HR,41.9629602167969
54333,103068,Roundabout,MAJOR,HOMER WATSON BLVD,HOMER WATSON BLVD,BLOCK LINE RD,,,,,REGIONAL RD 28,3,REG,FromTo,No source will need updating later.,10/19/2011 12:00:00 AM,70,6915,2012,24HR,
54334,103066,Roundabout,MAJOR,HOMER WATSON BLVD,BLOCK LINE RD,HOMER WATSON BLVD,,,,,REGIONAL RD 28,3,REG,FromTo,No source will need updating later.,10/19/2011 12:00:00 AM,70,26170,2012,24HR,
