OBJECTID,CATEGORY,SUBCATEGORY,SOURCE,SOURCE_DATE,STATUS,STATUS_DATE,CREATE_DATE,UPDATE_DATE,ANGLE,PARKINGFACILITYID,PARKINGFEATUREID,OWNERSHIP,LOCATION_DESCRIPTION,ARROW_DIRECTION,SIDE_OF_ROAD,Greenp Order,x,y
1922,PAY AND DISPLAY,LOT 2,ORTHO 2016,4/18/2008 3:03:35 PM,ACTIVE,9/17/2008 4:57:47 PM,4/18/2008 3:03:35 PM,1/3/2019 12:27:51 PM,,2043,689,KITCHENER,LOT 2,,N\A,,-8959942.2494718,5380774.80112477
1925,PAY AND DISPLAY,LOT 9,ORTHO 2016,4/18/2008 3:09:59 PM,ACTIVE,9/17/2008 4:57:47 PM,4/18/2008 3:09:59 PM,1/3/2019 12:27:51 PM,,2049,692,KITCHENER,LOT 9,,N\A,,-8960238.84405539,5380714.87237107
1929,PAY AND DISPLAY,LOT 23,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:46 PM,4/18/2008 3:17:43 PM,1/3/2019 12:27:51 PM,,2104,695,KITCHENER,LOT 23,,N\A,,-8959645.15865284,5380419.76011991
1931,ENTRANCE ARROW,,ORTHO,2/11/2004 3:56:39 PM,ACTIVE,9/17/2008 4:57:46 PM,2/11/2004 3:56:39 PM,7/26/2011 4:19:27 PM,235,1969,568,,,,NOT APPLI*,,-8959430.46880591,5381114.10855017
1932,ENTRANCE ARROW,,ORTHO,2/11/2004 4:01:23 PM,ACTIVE,9/17/2008 4:57:46 PM,2/11/2004 4:01:23 PM,9/11/2017 12:42:32 PM,210,1979,570,,,,NOT APPLI*,,-8959583.04660151,5381019.45784323
1933,EXIT,CIVIC DISTRICT GARAGE,TRANSPORTATION PLANNING,6/25/2012 12:00:00 AM,ACTIVE,9/17/2008 4:57:46 PM,2/11/2004 4:04:18 PM,1/3/2019 12:27:51 PM,120,5903,572,KITCHENER,CIVIC DISTRICT GARAGE,,N\A,,-8959747.34753664,5381120.58492206
1936,ENTRANCE,MARKET,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,301,2085,338,KITCHENER,KITCHENER MARKET PARKING,,N\A,,-8959318.74460852,5380418.59169071
1937,EXIT,MARKET,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,301,2085,339,KITCHENER,KITCHENER MARKET PARKING,,N\A,,-8959322.346984,5380412.95498819
1938,ENTRANCE,CITY HALL,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,296,1989,288,KITCHENER,CITY HALL,,N\A,,-8960305.92047271,5380986.33760047
1939,LIGHT POLE,LOT 15,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,,4769,289,KITCHENER,LOT 15,,N\A,,-8960566.39403167,5380693.62180919
1942,LIGHT POLE,,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,,29,293,PRIVATE,KAUFMAN LOFT PARKING LOT,,N\A,,-8960787.05545897,5381208.10331424
1945,LIGHT POLE,,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,,29,296,PRIVATE,KAUFMAN LOFT PARKING LOT,,N\A,,-8960871.42131985,5381246.84475416
1946,ENTRANCE,,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:00 PM,7/26/2011 4:19:28 PM,25,145,297,,,,NOT APPLI*,,-8960206.3573382,5380653.34232756
1947,LIGHT POLE,LOT 3,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,,2013,298,KITCHENER,WATER ST S LOT,,N\A,,-8960753.99816693,5380909.91645767
1948,EXIT,,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:00 PM,7/26/2011 4:19:28 PM,210,145,299,,,,NOT APPLI*,,-8960203.4470214,5380658.46111424
1949,LIGHT POLE,CHARLES BENTON PARKING GARAGE,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,,3130,300,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8959972.0207702,5380534.04852225
1950,LIGHT POLE,CHARLES BENTON PARKING GARAGE,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,3130,301,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8960004.29805807,5380561.04763818
1951,LIGHT POLE,CHARLES BENTON PARKING GARAGE,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,3130,302,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8959936.54352534,5380512.78677513
1952,ENTRANCE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,7/26/2011 4:19:28 PM,210,187,303,,,,NOT APPLI*,,-8959967.9962208,5380440.99849871
1953,EXIT,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,7/26/2011 4:19:28 PM,35,187,304,,,,NOT APPLI*,,-8959976.78114616,5380427.75183292
1954,EXIT,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,7/26/2011 4:19:28 PM,120,207,305,,,,NOT APPLI*,,-8959589.74036732,5380349.52666705
1955,ENTRANCE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,7/26/2011 4:19:28 PM,300,207,306,,,,NOT APPLI*,,-8959587.17623184,5380348.31970703
1956,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,307,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959751.46220447,5380428.74399896
1957,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,308,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959736.87432864,5380420.51450658
1958,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,309,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959722.87744633,5380412.68570754
1959,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,310,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959707.89886502,5380403.65974921
1960,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,311,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959693.51014771,5380395.23296052
1961,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,312,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959678.72939486,5380386.20819588
1962,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,313,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959664.53606255,5380378.17955032
1963,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,314,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959649.94956382,5380369.75149233
1964,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,315,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959635.75863391,5380361.32586908
1965,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,316,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959620.77899939,5380352.49829365
1966,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,317,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959606.19013772,5380344.46722623
1967,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,318,KITCHENER,HALLS LANE E BETWEEN BENTON ST AND EBY ST,,N\A,,-8959591.80038314,5380336.23880682
1968,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,207,319,UNKNOWN,CHARLES ST E FROM BENTON ST TO EBY ST S HOTEL SIDE,,N\A,,-8959581.19295466,5380388.38318227
1969,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,320,UNKNOWN,CHARLES ST E FROM BENTON ST TO EBY ST S HOTEL SIDE,,N\A,,-8959680.46212122,5380355.32954162
1970,ENTRANCE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,7/26/2011 4:19:28 PM,300,200,321,,,,NOT APPLI*,,-8959650.92479395,5380343.03710844
1971,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,322,UNKNOWN,CHARLES ST E FROM BENTON ST TO EBY ST S HOTEL SIDE,,N\A,,-8959715.94436154,5380375.59935821
1972,LIGHT POLE,,ORTHO,7/9/2003 3:53:01 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:01 PM,1/3/2019 12:27:51 PM,,200,323,UNKNOWN,CHARLES ST E FROM BENTON ST TO EBY ST S HOTEL SIDE,,N\A,,-8959750.87742966,5380395.11134905
1973,LIGHT POLE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,,200,324,UNKNOWN,CHARLES ST E FROM BENTON ST TO EBY ST S HOTEL SIDE,,N\A,,-8959646.56402198,5380334.83119487
1974,LIGHT POLE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,,200,325,UNKNOWN,CHARLES ST E FROM BENTON ST TO EBY ST S HOTEL SIDE,,N\A,,-8959611.95715063,5380313.81229242
1975,EXIT,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,7/26/2011 4:19:28 PM,120,200,326,,,,NOT APPLI*,,-8959655.65265577,5380346.24261433
1976,EXIT,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,7/26/2011 4:19:28 PM,135,213,327,,,,NOT APPLI*,,-8959520.39657062,5380261.23324182
1977,ENTRANCE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,7/26/2011 4:19:28 PM,290,213,328,,,,NOT APPLI*,,-8959502.73392349,5380251.27722076
1978,LIGHT POLE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,,217,329,UNKNOWN,CHARLES ST E FROM BENTON ST TO EBY ST S HOTEL SIDE,,N\A,,-8959257.42053887,5380204.33079261
1979,ENTRANCE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,7/26/2011 4:19:28 PM,210,217,330,,,,NOT APPLI*,,-8959255.23657443,5380199.23521308
1980,EXIT,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,7/26/2011 4:19:28 PM,30,217,331,,,,NOT APPLI*,,-8959258.1144201,5380194.48879643
1982,LIGHT POLE,MARKET,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,,2085,333,KITCHENER,KITCHENER MARKET BETWEEN THE MARKET AND CONDOS,,N\A,,-8959397.12160167,5380463.03651704
1983,LIGHT POLE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,,2085,334,KITCHENER,KITCHENER MARKET BETWEEN THE MARKET AND CONDOS,,N\A,,-8959331.57852546,5380435.752785
1984,LIGHT POLE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,,2085,335,KITCHENER,KITCHENER MARKET BETWEEN THE MARKET AND CONDOS,,N\A,,-8959349.11898508,5380446.31375867
1985,LIGHT POLE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,,2085,336,KITCHENER,KITCHENER MARKET BETWEEN THE MARKET AND CONDOS,,N\A,,-8959367.39569466,5380458.12345496
1986,LIGHT POLE,MARKET,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,1/3/2019 12:27:51 PM,,2085,337,KITCHENER,KITCHENER MARKET BETWEEN THE MARKET AND CONDOS,,N\A,,-8959408.44943973,5380475.7982072
1987,EXIT,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,7/26/2011 4:19:28 PM,210,,340,,,,NOT APPLI*,,-8959602.81879125,5380591.12459084
1988,ENTRANCE,,ORTHO,7/9/2003 3:53:02 PM,ACTIVE,9/17/2008 4:57:46 PM,7/9/2003 3:53:02 PM,7/26/2011 4:19:28 PM,30,,341,,,,NOT APPLI*,,-8959604.28960365,5380589.10720014
1989,HANDICAP PARKING,CHARLES BENTON PARKING GARAGE,ORTHO,11/24/2003 9:56:56 AM,ACTIVE,9/17/2008 4:57:46 PM,11/24/2003 9:56:56 AM,1/3/2019 12:27:51 PM,,3130,361,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8959996.02078197,5380578.16127961
1990,HANDICAP PARKING,CHARLES BENTON PARKING GARAGE,ORTHO,11/24/2003 9:56:59 AM,ACTIVE,9/17/2008 4:57:46 PM,11/24/2003 9:56:59 AM,1/3/2019 12:27:51 PM,,3130,362,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8959991.1695731,5380575.02106249
1991,HANDICAP PARKING,CHARLES BENTON PARKING GARAGE,ORTHO,11/24/2003 9:57:02 AM,ACTIVE,9/17/2008 4:57:46 PM,11/24/2003 9:57:02 AM,1/3/2019 12:27:51 PM,,3130,363,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8959986.32108351,5380571.43652432
1992,HANDICAP PARKING,CHARLES BENTON PARKING GARAGE,ORTHO,11/24/2003 9:57:04 AM,ACTIVE,9/17/2008 4:57:46 PM,11/24/2003 9:57:04 AM,1/3/2019 12:27:51 PM,,3130,364,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8959982.13400154,5380568.30039321
